commit,committed_at_utc,subject,reachable_from_published_main_at_stop,rationale
83eeec996b289166f7a6792234ba869538f70e23,2026-09-21 09:58:55,Require development and locked coverage for every admitted family,False,Require both development and locked coverage for every admitted family. This addressed the final family-coverage acceptance gap for #9473.
12896b7f1fdcccfd9acbc818bcc1283eb158fcee,2026-09-21 10:02:29,Align Decision API specification with candidate admission,True,Update the Decision API spec to match the implemented admission contract rather than leave its earlier planned description.
7cf7e25eba5550a0c709d23f6b03a3155bc1f6d2,2026-09-21 10:02:29,Require development and locked coverage for every admitted family,True,Require both development and locked coverage for every admitted family. This addressed the final family-coverage acceptance gap for #9473.
f82ecb04c1056dcabc46967c254b7464d132c1c6,2026-09-21 10:02:29,Expose admitted scope and evidence references in authorized discovery,True,Expose admitted scope and evidence references through authorized discovery so clients could inspect what had actually been admitted.
5edbec68396598b1cd6a38972c1cb3eeb61fbcd7,2026-09-21 10:07:22,Inventory Coder decision sites and their evidence boundaries,False,"Inventory existing Coder decision sites and distinguish implemented paths from unsupported evidence claims. Useful analysis, but it expanded work in progress while classification remained open."
4654a594513a2f895b80dd9cae5988d5a519d8cf,2026-09-21 10:13:27,Inventory Coder decision sites and their evidence boundaries,True,"Inventory existing Coder decision sites and distinguish implemented paths from unsupported evidence claims. Useful analysis, but it expanded work in progress while classification remained open."
70573247960c787795fdf9cd4abc299ac2ba7e69,2026-09-21 10:20:08,Publish the classification request schema and planner fixtures,False,"Publish a versioned classification request schema and planner corpus. This covered invalid and maximum shapes, but response and cancellation evidence were still missing."
32685089462749f8c10b62b046bf757adc7da02a,2026-09-21 10:20:13,Publish the classification request schema and planner fixtures,True,"Publish a versioned classification request schema and planner corpus. This covered invalid and maximum shapes, but response and cancellation evidence were still missing."
99b740e1d8b3745a263d3bd208d9efc158633dfc,2026-09-21 10:21:28,Document complete classification refusals as reports,False,Explain that complete classification refusal can be a structured report. This corrected documentation without adding runtime behavior.
35c180c15ba89bd74f2e5e1b63e1544ac241dcee,2026-09-21 10:25:53,Document complete classification refusals as reports,True,Explain that complete classification refusal can be a structured report. This corrected documentation without adding runtime behavior.
0498b3633aba21a7f0dcb90b7cc13ff55b87eb7f,2026-09-21 10:31:37,Add the NIP-CJ decision worker lane and its protocol helpers,False,Preserve the decision worker lane and protocol helpers on a repair branch. It remained unaccepted and unpublished at the stop instruction.
95df77c09ff467afa7241d09a240cd57c06bcc17,2026-09-21 10:32:29,Serve bounded versioned documentation through MCP tools,False,"Expose bounded, versioned documentation via MCP tools. This advanced another issue before completing the active classification contract."
acb009b98c6f4f16f0a1738caf57978a45a73acb,2026-09-21 10:32:34,Serve bounded versioned documentation through MCP tools,True,"Expose bounded, versioned documentation via MCP tools. This advanced another issue before completing the active classification contract."
b07a8d467abeeb91dd6e94b58900f231f2f72b5f,2026-09-21 10:35:11,Validate documentation arguments against each tool schema,False,Reject documentation arguments outside each tool's declared schema. This repaired validation omissions after the initial MCP implementation.
d2eac198080638609eeac20088a67da292a8fb3e,2026-09-21 10:35:39,Reject null documentation arguments outside the tool schemas,False,Reject null arguments where the schemas require a different shape. This was another small follow-up validation repair before publication.
77d219883a48bb2d9add5082790560b7b515f8ee,2026-09-21 10:38:09,Clarify documentation and service tool descriptions,False,Clarify the distinction between documentation tools and live service tools. This prevented misleading interface descriptions.
735349f479254490f7d3f5dfb55e5d17e56588bb,2026-09-21 10:38:49,Validate documentation arguments against each tool schema,True,Reject documentation arguments outside each tool's declared schema. This repaired validation omissions after the initial MCP implementation.
9b7e5b12f5bedd41ecdd6116ad027dfc1bcd976d,2026-09-21 10:38:49,Reject null documentation arguments outside the tool schemas,True,Reject null arguments where the schemas require a different shape. This was another small follow-up validation repair before publication.
ea7237b9e870e9996b6d25648324c3ebe68b43d8,2026-09-21 10:38:49,Clarify documentation and service tool descriptions,True,Clarify the distinction between documentation tools and live service tools. This prevented misleading interface descriptions.
392cd4c34f1434aa6146a8fd52af2921a8e51da6,2026-09-21 10:46:03,gateway: add the opt-in review/fallback policy and audited sub-dispatch,True,"Add opt-in review and fallback with separately admitted, audited calls. This expanded classification policy scope and required substantial host hardening afterward."
4a1b137532aadef09bcc5b9ca953616de20d7e83,2026-09-21 10:46:03,gateway: test and document the review/fallback execution path,True,"Test and document review/fallback execution. These were contract fixtures, not held-out policy-quality evidence."
a32c67bf931eb3a59b66f04c5272c549883be4ea,2026-09-21 10:46:03,gateway: cover a score unit's absent review answer,True,Test absent Score review answers so review failure could not silently become a confirmed selection.
13657f869167c1058c439780aee43cbdbde27e8b,2026-09-21 10:51:26,Preserve unfinished decision worker tests and documentation after timeout,False,Save unfinished worker tests and documentation after timeout. Both source and repair-branch copies remained pending independent acceptance.
c01d08fba56b9d106f663ac30a99971ad47be8bc,2026-09-21 10:52:50,Enforce review failure bounds and bind secondary receipts to results,True,Enforce review failure bounds and bind secondary receipts to their returned results. This repaired correctness gaps in the delegated review policy.
309af43ea7f146dec6480c6938d7bfb8b9339414,2026-09-21 10:53:14,Add the NIP-CJ decision worker lane and its protocol helpers,False,Preserve the decision worker lane and protocol helpers on a repair branch. It remained unaccepted and unpublished at the stop instruction.
b0cac8713ea0d0ef6ce23386049f3408f712eec0,2026-09-21 10:53:14,Preserve unfinished decision worker tests and documentation after timeout,False,Save unfinished worker tests and documentation after timeout. Both source and repair-branch copies remained pending independent acceptance.
cbac12780037c9976f7c83243ec99903a57f9d6d,2026-09-21 11:04:17,Recheck secondary authorization and bound identity verification,True,"Reauthorize secondary calls, freeze expected identity, and bound identity reads. These repairs prevented stale authorization and deadline bypass in review/fallback."
86a16f86bce5305b5ffcb3607f08b1e2b30622da,2026-09-21 11:17:54,Publish classification response schemas and runtime fixtures,False,"Publish response schemas and real gateway fixture reports, with Jev decoding checks. Another classification acceptance increment that should have been batched with the complete corpus."
82112dbaba1ae5e0e30d6180ea258c8c1ddb26f8,2026-09-21 11:18:15,Publish classification response schemas and runtime fixtures,True,"Publish response schemas and real gateway fixture reports, with Jev decoding checks. Another classification acceptance increment that should have been batched with the complete corpus."
16e0916173585ede84628e5218f557d8898d1756,2026-09-21 11:19:45,Describe the implemented host review workflow consistently,False,"Remove stale descriptions of the already implemented review workflow. Source and cherry-picked copies are the same documentation purpose, not separate deliveries."
5637447b29f3d3bc70508a990e8f68604fb3774a,2026-09-21 11:20:42,Describe the implemented host review workflow consistently,False,"Remove stale descriptions of the already implemented review workflow. Source and cherry-picked copies are the same documentation purpose, not separate deliveries."
83f71e19e33debebb43cf55cb795302c59062fa0,2026-09-21 11:20:42,Publish classification response schemas and runtime fixtures,False,"Publish response schemas and real gateway fixture reports, with Jev decoding checks. Another classification acceptance increment that should have been batched with the complete corpus."
aed24eb3e9c0cd4bab55f6732908ee4196f101f4,2026-09-21 11:25:10,Describe the implemented host review workflow consistently,True,"Remove stale descriptions of the already implemented review workflow. Source and cherry-picked copies are the same documentation purpose, not separate deliveries."
d7f97a9e01483bf639f402d35d840c2e422bbbc0,2026-09-21 11:26:36,Constrain review and fallback response contracts with runtime fixtures,False,Extend response schemas to nested review/fallback records and fixtures. Splitting this from native schemas triggered another adjacent full-gate run.
94c371cf0b1e3ba17908dddfa1db7aa06ad9dc7e,2026-09-21 11:26:42,Constrain review and fallback response contracts with runtime fixtures,True,Extend response schemas to nested review/fallback records and fixtures. Splitting this from native schemas triggered another adjacent full-gate run.
d754af1ca0744be1622858146b71372103137afe,2026-09-21 11:31:55,Keep backend calls on their configured destination and bound identity reads,False,Disable backend redirects and bound identity responses. This closed transport destination and resource gaps discovered during review.
be087f67c5ad6e413d0f652b1cb118531ec0f282,2026-09-21 11:32:01,Keep backend calls on their configured destination and bound identity reads,True,Disable backend redirects and bound identity responses. This closed transport destination and resource gaps discovered during review.
1a2314c71309e8deb9061ccc34fb7b12f486758e,2026-09-21 11:40:54,Preserve returned worker recovery patch for independent review,False,Preserve the returned worker recovery patch for later review. It was not verified or published; the task remained unfinished when work stopped.
8daaf76fad8549b06da4eafafd4f9868b1111db2,2026-09-21 11:50:50,Audit the failure to complete project issues,True,"Record the execution failure at the user's request. The first audit was too shallow, which is why this detailed expansion is needed."
14e5921a5191bf9de0ec5c3ed4c8b5a076fa09e1,2026-09-21 12:01:53,Complete classification context bounds and cancellation evidence,False,"Complete #9482 with total native-context byte bounds, disconnect cleanup, monetary cancellation tests, and runtime fixtures. This was verified, pushed, and the issue closed before stopping."
72587db11fafe8f5984c337c2336d8bfdaf36a7f,2026-09-21 12:02:10,Complete classification context bounds and cancellation evidence,True,"Complete #9482 with total native-context byte bounds, disconnect cleanup, monetary cancellation tests, and runtime fixtures. This was verified, pushed, and the issue closed before stopping."
